Judge,Model,Criterion,Term,Estimate,SE,p
gpt-4o-mini,Mistral,promises_outcome,B:C,-0.020066889632107312,0.028045819675163373,0.4742978138697952
gpt-4o-mini,Mistral,promises_outcome,A:B:C,0.14715719063545163,0.048331273098305,0.0023286503604395756
gpt-4o-mini,Mistral,admits_liability,A,0.19063545150501682,0.037679804475616696,4.206802905081821e-07
gpt-4o-mini,Mistral,admits_liability,B,-0.2642140468227425,0.028095440530601836,5.244693716997846e-21
gpt-4o-mini,Mistral,admits_liability,C,-0.3210702341137125,0.027085756985414444,2.0555059520541876e-32
gpt-4o-mini,Mistral,admits_liability,A:B,-0.09030100334448254,0.043816119710710616,0.03931179244693779
gpt-4o-mini,Mistral,admits_liability,A:C,0.0033444816053503357,0.04283337377468251,0.9377634546834964
gpt-4o-mini,Mistral,admits_liability,B:C,0.2608695652173908,0.028399299118618156,4.085753750796691e-20
gpt-4o-mini,Mistral,admits_liability,A:B:C,-0.05685618729096942,0.04885343674670566,0.24450044560235074
mistral-small,ChatGPT,acknowledgement,A,0.4347826086956532,0.06199754132900888,2.334269227788853e-12
mistral-small,ChatGPT,acknowledgement,B,1.4381270903010064,0.056500221035269464,6.460683621005768e-143
mistral-small,ChatGPT,acknowledgement,C,-0.6153846153846105,0.053550856849624504,1.4540670575036919e-30
mistral-small,ChatGPT,acknowledgement,A:B,-0.5585284280936444,0.07499957487229927,9.542303104092102e-14
mistral-small,ChatGPT,acknowledgement,A:C,0.47157190635451174,0.07639603487761358,6.712183765721167e-10
mistral-small,ChatGPT,acknowledgement,B:C,0.2909698996655486,0.06823829201777941,2.0077542995625952e-05
mistral-small,ChatGPT,acknowledgement,A:B:C,-0.26421404682273836,0.09816621724072798,0.007113220842164809
mistral-small,ChatGPT,concreteness,A,0.6321070234113705,0.05235651744601622,1.4645644404340134e-33
mistral-small,ChatGPT,concreteness,B,1.5886287625418074,0.05136567260334175,5.0483496453357266e-210
mistral-small,ChatGPT,concreteness,C,-0.7725752508361164,0.0397727267228884,4.767062447796248e-84
mistral-small,ChatGPT,concreteness,A:B,-0.31103678929765544,0.06727376037932335,3.7741185908307e-06
mistral-small,ChatGPT,concreteness,A:C,0.3913043478260852,0.06305419357258904,5.440489935531218e-10
mistral-small,ChatGPT,concreteness,B:C,0.6053511705685614,0.06126271069016336,5.021081010568725e-23
mistral-small,ChatGPT,concreteness,A:B:C,-0.2541806020066867,0.08465533171186342,0.002677411257290289
mistral-small,ChatGPT,tone,A,0.31438127090301027,0.03155275890141005,2.1979634870058905e-23
mistral-small,ChatGPT,tone,B,0.4715719063545152,0.03156349498724301,1.7983522253178536e-50
mistral-small,ChatGPT,tone,C,-0.2508361204013366,0.02687926937336228,1.0393623964810801e-20
mistral-small,ChatGPT,tone,A:B,-0.14715719063545094,0.04643075723861198,0.0015275912196353824
mistral-small,ChatGPT,tone,A:C,0.12374581939799256,0.04249365559886683,0.003590064663106712
mistral-small,ChatGPT,tone,B:C,0.16053511705685572,0.04247681993554501,0.0001572331124442538
mistral-small,ChatGPT,tone,A:B:C,-0.06688963210702217,0.0642430291916153,0.2977842517029845
mistral-small,ChatGPT,grounding,A,0.5016722408026764,0.09265818873562759,6.155487773564622e-08
mistral-small,ChatGPT,grounding,B,1.4448160535117076,0.06452077307095389,4.601435283198293e-111
mistral-small,ChatGPT,grounding,C,1.1337792642140425,0.07461762626599269,3.844498427366332e-52
mistral-small,ChatGPT,grounding,A:B,-0.5083612040133796,0.09820072516303495,2.257770475532743e-07
mistral-small,ChatGPT,grounding,A:C,-0.6521739130434792,0.11307038107709108,8.028536117597852e-09
mistral-small,ChatGPT,grounding,B:C,-1.0668896321070243,0.08236257486023414,2.242675222581447e-38
mistral-small,ChatGPT,grounding,A:B:C,0.6655518394648844,0.1211781069860641,3.966340325980096e-08
mistral-small,ChatGPT,overall,A,0.49498327759197425,0.0493929483127218,1.2283253564252276e-23
mistral-small,ChatGPT,overall,B,1.080267558528429,0.04502128992532063,3.1667146487594247e-127
mistral-small,ChatGPT,overall,C,-0.591973244147153,0.04029088341307095,7.20221233354874e-49
mistral-small,ChatGPT,overall,A:B,-0.2943143812709014,0.06366557982238269,3.785620469928115e-06
mistral-small,ChatGPT,overall,A:C,0.4013377926421382,0.05962468997768746,1.684231985898689e-11
mistral-small,ChatGPT,overall,B:C,0.40468227424749,0.05674156952043829,9.8903133834074e-13
mistral-small,ChatGPT,overall,A:B:C,-0.3010033444816025,0.08086251600915308,0.0001973311619367578
mistral-small,ChatGPT,has_placeholder,A,-0.5384615384615388,0.032233827926579826,1.2081399559934934e-62
mistral-small,ChatGPT,has_placeholder,B,-0.7859531772575254,0.024263192651427297,3.4645131026043317e-230
mistral-small,ChatGPT,has_placeholder,C,-0.7892976588628721,0.024129390120095087,1.0877559112244037e-234
mistral-small,ChatGPT,has_placeholder,A:B,0.42474916387959977,0.04068511753563998,1.6295676178473945e-25
mistral-small,ChatGPT,has_placeholder,A:C,0.5919732441471572,0.040845801150102196,1.3439023915242569e-47
mistral-small,ChatGPT,has_placeholder,B:C,0.6688963210702341,0.032909953836939176,7.721683677840795e-92
mistral-small,ChatGPT,has_placeholder,A:B:C,-0.5083612040133783,0.048004585242446475,3.321349353339304e-26
mistral-small,ChatGPT,promises_outcome,A,0.013377926421404684,0.0105810270404501,0.20611104652344048
mistral-small,ChatGPT,promises_outcome,B,0.003344481605351172,0.008874383290633335,0.7062708220194125
mistral-small,ChatGPT,promises_outcome,C,-0.010033444816053564,0.005781810121527901,0.08267942383702276
mistral-small,ChatGPT,promises_outcome,A:B,-0.013377926421404705,0.012529258502351827,0.28564011639415454
mistral-small,ChatGPT,promises_outcome,A:C,-0.01337792642140466,0.010581027040450074,0.20611104652344037
mistral-small,ChatGPT,promises_outcome,B:C,-0.0033444816053511454,0.008874383290633312,0.706270822019414
mistral-small,ChatGPT,promises_outcome,A:B:C,0.013377926421404698,0.012529258502351783,0.2856401163941532
mistral-small,ChatGPT,admits_liability,A,0.0033444816053511683,0.003349388109348844,0.3180199508252296
mistral-small,ChatGPT,admits_liability,B,-1.5402592166358619e-18,1.614161604144949e-11,0.9999999238645595
mistral-small,ChatGPT,admits_liability,C,-1.318422427893371e-17,8.837675677425709e-12,0.9999988096995882
mistral-small,ChatGPT,admits_liability,A:B,-0.0033444816053511757,0.003349388109348869,0.31801995082523216
mistral-small,ChatGPT,admits_liability,A:C,-0.003344481605351161,0.0033493881093488373,0.3180199508252297
mistral-small,ChatGPT,admits_liability,B:C,9.033949891770665e-18,1.577140740558441e-17,0.566776352309304
mistral-small,ChatGPT,admits_liability,A:B:C,0.0033444816053511688,0.0033493881093488525,0.3180199508252308
mistral-small,Mistral,acknowledgement,A,0.5785953177257559,0.07493781024019772,1.1541469394633125e-14
mistral-small,Mistral,acknowledgement,B,0.6086956521739109,0.06918284949374173,1.388294062750292e-18
mistral-small,Mistral,acknowledgement,C,-0.9163879598662236,0.0724952219927073,1.2598069343450055e-36
mistral-small,Mistral,acknowledgement,A:B,-0.40133779264214026,0.08512982354470422,2.4239951714040817e-06
mistral-small,Mistral,acknowledgement,A:C,0.8260869565217355,0.09980536871220273,1.263393285277158e-16
mistral-small,Mistral,acknowledgement,B:C,0.1638795986622099,0.08690493822608615,0.05933080583503582
mistral-small,Mistral,acknowledgement,A:B:C,-0.34448160535117334,0.1170659791677191,0.0032543942281572395
mistral-small,Mistral,concreteness,A,1.0769230769230826,0.05705782105409354,1.8577290012059827e-79
mistral-small,Mistral,concreteness,B,0.6889632107023389,0.06002302087632907,1.695503300322519e-30
mistral-small,Mistral,concreteness,C,-1.311036789297658,0.05945777288999484,9.577621864910606e-108
mistral-small,Mistral,concreteness,A:B,-0.709030100334449,0.07286504776386155,2.229870737729152e-22
mistral-small,Mistral,concreteness,A:C,1.020066889632098,0.077954536650175,3.990137704486959e-39
mistral-small,Mistral,concreteness,B:C,0.7525083612040155,0.07034999433209377,1.0553918101360734e-26
mistral-small,Mistral,concreteness,A:B:C,-0.8662207357859546,0.09831068619372237,1.2397495179166402e-18
mistral-small,Mistral,tone,A,0.32107023411371616,0.036317387592131045,9.514172099533737e-19
mistral-small,Mistral,tone,B,0.02006688963210679,0.0373415921458904,0.5910002573225845
mistral-small,Mistral,tone,C,-0.424749163879599,0.03236436753824486,2.4000684285725892e-39
mistral-small,Mistral,tone,A:B,-0.10702341137123939,0.047277608090715316,0.02359115364142462
mistral-small,Mistral,tone,A:C,0.4949832775919696,0.04332275413305248,3.1192590378586615e-30
mistral-small,Mistral,tone,B:C,0.13377926421404707,0.045342074161932894,0.0031731725482934707
mistral-small,Mistral,tone,A:B:C,-0.3010033444816034,0.05953686393342624,4.2870848709884244e-07
mistral-small,Mistral,grounding,A,-0.33110367892976145,0.06455402203293246,2.9113918545695496e-07
mistral-small,Mistral,grounding,B,0.1605351170568575,0.05596868500137556,0.004126808069074119
mistral-small,Mistral,grounding,C,0.1939799331103684,0.052272323837047184,0.00020648362314500647
mistral-small,Mistral,grounding,A:B,0.40133779264214064,0.07194424458498257,2.426630358215913e-08
mistral-small,Mistral,grounding,A:C,0.277591973244146,0.07546593737511118,0.00023472521722061275
mistral-small,Mistral,grounding,B:C,-0.12709030100334578,0.06567332547191554,0.05296709970340789
mistral-small,Mistral,grounding,A:B:C,-0.290969899665551,0.08708063244903837,0.0008336160865792972
mistral-small,Mistral,overall,A,0.6755852842809407,0.050607392518513206,1.1918659975222552e-40
mistral-small,Mistral,overall,B,0.36454849498327563,0.04967945405849768,2.1678761927381378e-13
mistral-small,Mistral,overall,C,-0.8929765886287638,0.05203773797306555,5.275621741401324e-66
mistral-small,Mistral,overall,A:B,-0.34113712374581906,0.06635819848154284,2.735075728322859e-07
mistral-small,Mistral,overall,A:C,0.8193979933110312,0.07071400395555608,4.768895413314643e-31
mistral-small,Mistral,overall,B:C,0.3612040133779288,0.06496848807850242,2.702694998699426e-08
mistral-small,Mistral,overall,A:B:C,-0.588628762541809,0.09042348768278866,7.530666562344458e-11
mistral-small,Mistral,has_placeholder,A,0.04347826086956438,0.02815700938460243,0.12255531158902672
mistral-small,Mistral,has_placeholder,B,0.06688963210702323,0.02898967516875071,0.02103472997800299
mistral-small,Mistral,has_placeholder,C,-0.08695652173913068,0.02061051676376701,2.4534859603331335e-05
mistral-small,Mistral,has_placeholder,A:B,-0.16053511705685625,0.04030115991239881,6.793997954642072e-05
mistral-small,Mistral,has_placeholder,A:C,0.010033444816053602,0.03234924264201099,0.7564391995386304
mistral-small,Mistral,has_placeholder,B:C,0.02341137123745833,0.03718398935460786,0.5289504885658243
mistral-small,Mistral,has_placeholder,A:B:C,0.05016722408026753,0.050908510459132826,0.32440855366950716
mistral-small,Mistral,promises_outcome,A,0.14715719063545013,0.02499985829076539,3.948870248321452e-09
mistral-small,Mistral,promises_outcome,B,-0.006688963210702931,0.017102824984845635,0.6957212306870949
mistral-small,Mistral,promises_outcome,C,-0.06020066889632119,0.013798972675534824,1.2847170066007613e-05
mistral-small,Mistral,promises_outcome,A:B,-0.09030100334448152,0.029737116245173424,0.0023922867230608464
mistral-small,Mistral,promises_outcome,A:C,-0.13712374581939765,0.02496670796080781,3.968141162812725e-08
mistral-small,Mistral,promises_outcome,B:C,0.010033444816054055,0.017423387747779958,0.5647093197526104
mistral-small,Mistral,promises_outcome,A:B:C,0.08026755852842757,0.031126326315858828,0.009915349879933385
mistral-small,Mistral,admits_liability,A,0.15719063545150314,0.02363123828992483,2.8949961414989063e-11
mistral-small,Mistral,admits_liability,B,-0.02341137123745875,0.008771983132174666,0.007610461211227602
mistral-small,Mistral,admits_liability,C,-0.023411371237458425,0.008771983132174754,0.007610461211229054
mistral-small,Mistral,admits_liability,A:B,-0.15050167224080255,0.023299144365688994,1.0502418968362608e-10
mistral-small,Mistral,admits_liability,A:C,-0.12709030100334376,0.023999547731883564,1.1867235778845872e-07
mistral-small,Mistral,admits_liability,B:C,0.02341137123745881,0.008771983132174635,0.00761046121122724
mistral-small,Mistral,admits_liability,A:B:C,0.12040133779264162,0.02411534461807525,5.953260749219414e-07
